TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,CBranchCoverage,CBranchCoverageBitString,WeakMutationScore,WeakMutationCoverageBitString,MethodTraceCoverage,MethodTraceCoverageBitString
com.axios.core.tool.file.MoveVisitor,LINE;BRANCH;CBRANCH;WEAKMUTATION;METHODTRACE,0.8431183830606352,1039,876,0.8571428571428571,110111111111011101111,0.8181818181818182,11110111011,0.18181818181818182,00000010001,0.8499496475327291,111111111111111111111111111011011110111111111111101101111111100000000001111111110000000001111111111110110111111111111111111111110111110111110111110111111111111111101111111100001111111111110111101111111111111111110111111111110011100000111011111111111111111110110000011011100111111111001100010111111111111111111111111111001111111011101111001111111111111011111111111111101111111110111101111110111111111110111110111110111111011111111111111100110000001110111111111111111111111111111111111111100111111111111111110101111111111011101111111110111111111011011111111111111110111111011011101110111111111111111111111111111111101110111111111111111111111111111111111110111111011111111011110111111111111111111111111111011111111111111111111111000001111111111111111111111110111111010111111011011001101110111110011111111110111111111110111100101110111111111011111111111111101101110111011011011011011011111111011111111011111111111111011111111101111101111100111111111111111111111010111110110111111111111111111111111,1.0,111
com.axios.core.tool.file.DelVisitor,LINE;BRANCH;CBRANCH;WEAKMUTATION;METHODTRACE,0.8466864490603363,1011,856,0.7142857142857143,1101101,1.0,1111,0.0,0000,0.8499496475327291,111111111111111111111111111011011110111111111111101101111111100000000001111111110000000001111111111110110111111111111111111111110111110111110111110111111111111111101111111100001111111111110111101111111111111111110111111111110011100000111011111111111111111110110000011011100111111111001100010111111111111111111111111111001111111011101111001111111111111011111111111111101111111110111101111110111111111110111110111110111111011111111111111100110000001110111111111111111111111111111111111111100111111111111111110101111111111011101111111110111111111011011111111111111110111111011011101110111111111111111111111111111111101110111111111111111111111111111111111110111111011111111011110111111111111111111111111111011111111111111111111111000001111111111111111111111110111111010111111011011001101110111110011111111110111111111110111100101110111111111011111111111111101101110111011011011011011011111111011111111011111111111111011111111101111101111100111111111111111111111010111110110111111111111111111111111,1.0,111
com.axios.core.tool.random.RandomTool,LINE;BRANCH;CBRANCH;WEAKMUTATION;METHODTRACE,0.8463035019455253,1028,870,1.0,1111111111111,1.0,111111111,0.0,000000000,0.8499496475327291,111111111111111111111111111011011110111111111111101101111111100000000001111111110000000001111111111110110111111111111111111111110111110111110111110111111111111111101111111100001111111111110111101111111111111111110111111111110011100000111011111111111111111110110000011011100111111111001100010111111111111111111111111111001111111011101111001111111111111011111111111111101111111110111101111110111111111110111110111110111111011111111111111100110000001110111111111111111111111111111111111111100111111111111111110101111111111011101111111110111111111011011111111111111110111111011011101110111111111111111111111111111111101110111111111111111111111111111111111110111111011111111011110111111111111111111111111111011111111111111111111111000001111111111111111111111110111111010111111011011001101110111110011111111110111111111110111100101110111111111011111111111111101101110111011011011011011011111111011111111011111111111111011111111101111101111100111111111111111111111010111110110111111111111111111111111,1.0,1111
com.axios.core.tool.UrlTool,LINE;BRANCH;CBRANCH;WEAKMUTATION;METHODTRACE,0.7750759878419453,1645,1275,1.0,11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.9954545454545455,1111111111111111111111111111111111111111111111111111111111111011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.0,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.8499496475327291,111111111111111111111111111011011110111111111111101101111111100000000001111111110000000001111111111110110111111111111111111111110111110111110111110111111111111111101111111100001111111111110111101111111111111111110111111111110011100000111011111111111111111110110000011011100111111111001100010111111111111111111111111111001111111011101111001111111111111011111111111111101111111110111101111110111111111110111110111110111111011111111111111100110000001110111111111111111111111111111111111111100111111111111111110101111111111011101111111110111111111011011111111111111110111111011011101110111111111111111111111111111111101110111111111111111111111111111111111110111111011111111011110111111111111111111111111111011111111111111111111111000001111111111111111111111110111111010111111011011001101110111110011111111110111111111110111100101110111111111011111111111111101101110111011011011011011011111111011111111011111111111111011111111101111101111100111111111111111111111010111110110111111111111111111111111,1.0,111111111111111111111111111111111111111111
com.axios.core.tool.http.HttpTool,LINE;BRANCH;CBRANCH;WEAKMUTATION;METHODTRACE,0.8011695906432749,1197,959,0.7966101694915254,11111111111111111111111111111111111111001111111100000000001,0.796875,1111111111111111111000000000001110111111111111111111111011111111,0.0,0000000000000000000000000000000000000000000000000000000000000000,0.8499496475327291,111111111111111111111111111011011110111111111111101101111111100000000001111111110000000001111111111110110111111111111111111111110111110111110111110111111111111111101111111100001111111111110111101111111111111111110111111111110011100000111011111111111111111110110000011011100111111111001100010111111111111111111111111111001111111011101111001111111111111011111111111111101111111110111101111110111111111110111110111110111111011111111111111100110000001110111111111111111111111111111111111111100111111111111111110101111111111011101111111110111111111011011111111111111110111111011011101110111111111111111111111111111111101110111111111111111111111111111111111110111111011111111011110111111111111111111111111111011111111111111111111111000001111111111111111111111110111111010111111011011001101110111110011111111110111111111110111100101110111111111011111111111111101101110111011011011011011011111111011111111011111111111111011111111101111101111100111111111111111111111010111110110111111111111111111111111,1.0,11111111111111111
com.axios.core.tool.URLEncoder,LINE;BRANCH;CBRANCH;WEAKMUTATION;METHODTRACE,0.8451730418943534,1098,928,0.9423076923076923,1111111111111111111111111111111111111111111000111111,1.0,111111111111111111111111,0.25,100000010010110000100000,0.8499496475327291,111111111111111111111111111011011110111111111111101101111111100000000001111111110000000001111111111110110111111111111111111111110111110111110111110111111111111111101111111100001111111111110111101111111111111111110111111111110011100000111011111111111111111110110000011011100111111111001100010111111111111111111111111111001111111011101111001111111111111011111111111111101111111110111101111110111111111110111110111110111111011111111111111100110000001110111111111111111111111111111111111111100111111111111111110101111111111011101111111110111111111011011111111111111110111111011011101110111111111111111111111111111111101110111111111111111111111111111111111110111111011111111011110111111111111111111111111111011111111111111111111111000001111111111111111111111110111111010111111011011001101110111110011111111110111111111110111100101110111111111011111111111111101101110111011011011011011011111111011111111011111111111111011111111101111101111100111111111111111111111010111110110111111111111111111111111,1.0,11111
com.axios.core.tool.mutable.Mutable,LINE;BRANCH;CBRANCH;WEAKMUTATION;METHODTRACE,0.8482412060301507,995,844,1.0,1,1.0,1,1.0,1,0.8499496475327291,111111111111111111111111111011011110111111111111101101111111100000000001111111110000000001111111111110110111111111111111111111110111110111110111110111111111111111101111111100001111111111110111101111111111111111110111111111110011100000111011111111111111111110110000011011100111111111001100010111111111111111111111111111001111111011101111001111111111111011111111111111101111111110111101111110111111111110111110111110111111011111111111111100110000001110111111111111111111111111111111111111100111111111111111110101111111111011101111111110111111111011011111111111111110111111011011101110111111111111111111111111111111101110111111111111111111111111111111111110111111011111111011110111111111111111111111111111011111111111111111111111000001111111111111111111111110111111010111111011011001101110111110011111111110111111111110111100101110111111111011111111111111101101110111011011011011011011111111011111111011111111111111011111111101111101111100111111111111111111111010111110110111111111111111111111111,0.0,00
com.axios.core.tool.mutable.MutableObj,LINE;BRANCH;CBRANCH;WEAKMUTATION;METHODTRACE,0.8440191387559809,1045,882,1.0,111111111111111111,1.0,11111111111111,0.0,00000000000000,0.8499496475327291,111111111111111111111111111011011110111111111111101101111111100000000001111111110000000001111111111110110111111111111111111111110111110111110111110111111111111111101111111100001111111111110111101111111111111111110111111111110011100000111011111111111111111110110000011011100111111111001100010111111111111111111111111111001111111011101111001111111111111011111111111111101111111110111101111110111111111110111110111110111111011111111111111100110000001110111111111111111111111111111111111111100111111111111111110101111111111011101111111110111111111011011111111111111110111111011011101110111111111111111111111111111111101110111111111111111111111111111111111110111111011111111011110111111111111111111111111111011111111111111111111111000001111111111111111111111110111111010111111011011001101110111110011111111110111111111110111100101110111111111011111111111111101101110111011011011011011011111111011111111011111111111111011111111101111101111100111111111111111111111010111110110111111111111111111111111,1.0,111111
com.axios.core.tool.text.StrJoiner,LINE;BRANCH;CBRANCH;WEAKMUTATION;METHODTRACE,0.8256087981146897,1273,1051,0.9405940594059405,11111111111111111111111111111111111111011111111111111111111111111111111001111111100111111111111011111,0.9487179487179487,111111111111111111111111111111111111110111111111111111111011111111111111101101,0.20512820512820512,100000100000001000001001000100000100010000000010010010000010001000001000000011,0.8499496475327291,111111111111111111111111111011011110111111111111101101111111100000000001111111110000000001111111111110110111111111111111111111110111110111110111110111111111111111101111111100001111111111110111101111111111111111110111111111110011100000111011111111111111111110110000011011100111111111001100010111111111111111111111111111001111111011101111001111111111111011111111111111101111111110111101111110111111111110111110111110111111011111111111111100110000001110111111111111111111111111111111111111100111111111111111110101111111111011101111111110111111111011011111111111111110111111011011101110111111111111111111111111111111101110111111111111111111111111111111111110111111011111111011110111111111111111111111111111011111111111111111111111000001111111111111111111111110111111010111111011011001101110111110011111111110111111111110111100101110111111111011111111111111101101110111011011011011011011111111011111111011111111111111011111111101111101111100111111111111111111111010111110110111111111111111111111111,0.9565217391304348,11111110111111111111111
com.axios.core.tool.text.ArrayIter,LINE;BRANCH;CBRANCH;WEAKMUTATION;METHODTRACE,0.8424528301886792,1060,893,1.0,1111111111111111111111,1.0,111111111111111111,0.0,000000000000000000,0.8499496475327291,111111111111111111111111111011011110111111111111101101111111100000000001111111110000000001111111111110110111111111111111111111110111110111110111110111111111111111101111111100001111111111110111101111111111111111110111111111110011100000111011111111111111111110110000011011100111111111001100010111111111111111111111111111001111111011101111001111111111111011111111111111101111111110111101111110111111111110111110111110111111011111111111111100110000001110111111111111111111111111111111111111100111111111111111110101111111111011101111111110111111111011011111111111111110111111011011101110111111111111111111111111111111101110111111111111111111111111111111111110111111011111111011110111111111111111111111111111011111111111111111111111000001111111111111111111111110111111010111111011011001101110111110011111111110111111111110111100101110111111111011111111111111101101110111011011011011011011111111011111111011111111111111011111111101111101111100111111111111111111111010111110110111111111111111111111111,1.0,111111111
com.axios.core.tool.text.IterableIter,LINE;BRANCH;CBRANCH;WEAKMUTATION;METHODTRACE,0.8495486459378134,997,847,1.0,1,1.0,1,0.0,0,0.8499496475327291,111111111111111111111111111011011110111111111111101101111111100000000001111111110000000001111111111110110111111111111111111111110111110111110111110111111111111111101111111100001111111111110111101111111111111111110111111111110011100000111011111111111111111110110000011011100111111111001100010111111111111111111111111111001111111011101111001111111111111011111111111111101111111110111101111110111111111110111110111110111111011111111111111100110000001110111111111111111111111111111111111111100111111111111111110101111111111011101111111110111111111011011111111111111110111111011011101110111111111111111111111111111111101110111111111111111111111111111111111110111111011111111011110111111111111111111111111111011111111111111111111111000001111111111111111111111110111111010111111011011001101110111110011111111110111111111110111100101110111111111011111111111111101101110111011011011011011011111111011111111011111111111111011111111101111101111100111111111111111111111010111110110111111111111111111111111,1.0,1
com.axios.core.tool.io.IoTool,LINE;BRANCH;CBRANCH;WEAKMUTATION;METHODTRACE,0.8327759197324415,1196,996,0.9885057471264368,111111111111111111111111111111111111011111111111111111111111111111111111111111111111111,0.9615384615384616,1111111111111111111111111111111111101111111101111111,0.07692307692307693,0101000000000000000100000000010000000000000000000000,0.8499496475327291,111111111111111111111111111011011110111111111111101101111111100000000001111111110000000001111111111110110111111111111111111111110111110111110111110111111111111111101111111100001111111111110111101111111111111111110111111111110011100000111011111111111111111110110000011011100111111111001100010111111111111111111111111111001111111011101111001111111111111011111111111111101111111110111101111110111111111110111110111110111111011111111111111100110000001110111111111111111111111111111111111111100111111111111111110101111111111011101111111110111111111011011111111111111110111111011011101110111111111111111111111111111111101110111111111111111111111111111111111110111111011111111011110111111111111111111111111111011111111111111111111111000001111111111111111111111110111111010111111011011001101110111110011111111110111111111110111100101110111111111011111111111111101101110111011011011011011011111111011111111011111111111111011111111101111101111100111111111111111111111010111110110111111111111111111111111,1.0,111111111111
com.axios.core.tool.io.StreamCopier,LINE;BRANCH;CBRANCH;WEAKMUTATION;METHODTRACE,0.851104707012488,1041,886,1.0,111111111111111111111111,0.9,1111011111,0.5,1010011100,0.8499496475327291,111111111111111111111111111011011110111111111111101101111111100000000001111111110000000001111111111110110111111111111111111111110111110111110111110111111111111111101111111100001111111111110111101111111111111111110111111111110011100000111011111111111111111110110000011011100111111111001100010111111111111111111111111111001111111011101111001111111111111011111111111111101111111110111101111110111111111110111110111110111111011111111111111100110000001110111111111111111111111111111111111111100111111111111111110101111111111011101111111110111111111011011111111111111110111111011011101110111111111111111111111111111111101110111111111111111111111111111111111110111111011111111011110111111111111111111111111111011111111111111111111111000001111111111111111111111110111111010111111011011001101110111110011111111110111111111110111100101110111111111011111111111111101101110111011011011011011011111111011111111011111111111111011111111101111101111100111111111111111111111010111110110111111111111111111111111,1.0,1111
com.axios.core.tool.io.IoCopier,LINE;BRANCH;CBRANCH;WEAKMUTATION;METHODTRACE,0.8473736372646185,1009,855,1.0,11111,1.0,11111,0.2,00010,0.8499496475327291,111111111111111111111111111011011110111111111111101101111111100000000001111111110000000001111111111110110111111111111111111111110111110111110111110111111111111111101111111100001111111111110111101111111111111111110111111111110011100000111011111111111111111110110000011011100111111111001100010111111111111111111111111111001111111011101111001111111111111011111111111111101111111110111101111110111111111110111110111110111111011111111111111100110000001110111111111111111111111111111111111111100111111111111111110101111111111011101111111110111111111011011111111111111110111111011011101110111111111111111111111111111111101110111111111111111111111111111111111110111111011111111011110111111111111111111111111111011111111111111111111111000001111111111111111111111110111111010111111011011001101110111110011111111110111111111110111100101110111111111011111111111111101101110111011011011011011011111111011111111011111111111111011111111101111101111100111111111111111111111010111110110111111111111111111111111,0.0,0
com.axios.core.tool.io.FastByteBuffer,LINE;BRANCH;CBRANCH;WEAKMUTATION;METHODTRACE,0.837171052631579,1216,1018,1.0,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,1.0,111111111111111111111111111111111111111111111111111,0.0392156862745098,000000010000000000000000000000000000000100000000000,0.8499496475327291,111111111111111111111111111011011110111111111111101101111111100000000001111111110000000001111111111110110111111111111111111111110111110111110111110111111111111111101111111100001111111111110111101111111111111111110111111111110011100000111011111111111111111110110000011011100111111111001100010111111111111111111111111111001111111011101111001111111111111011111111111111101111111110111101111110111111111110111110111110111111011111111111111100110000001110111111111111111111111111111111111111100111111111111111110101111111111011101111111110111111111011011111111111111110111111011011101110111111111111111111111111111111101110111111111111111111111111111111111110111111011111111011110111111111111111111111111111011111111111111111111111000001111111111111111111111110111111010111111011011001101110111110011111111110111111111110111100101110111111111011111111111111101101110111011011011011011011111111011111111011111111111111011111111101111101111100111111111111111111111010111110110111111111111111111111111,1.0,111111111111111
com.axios.core.tool.io.FastByteArrayOutputStream,LINE;BRANCH;CBRANCH;WEAKMUTATION;METHODTRACE,0.8460111317254174,1078,912,1.0,1111111111111111111111111111111,0.9523809523809523,111111111111111111110,0.23809523809523808,000001000000011000101,0.8499496475327291,111111111111111111111111111011011110111111111111101101111111100000000001111111110000000001111111111110110111111111111111111111110111110111110111110111111111111111101111111100001111111111110111101111111111111111110111111111110011100000111011111111111111111110110000011011100111111111001100010111111111111111111111111111001111111011101111001111111111111011111111111111101111111110111101111110111111111110111110111110111111011111111111111100110000001110111111111111111111111111111111111111100111111111111111110101111111111011101111111110111111111011011111111111111110111111011011101110111111111111111111111111111111101110111111111111111111111111111111111110111111011111111011110111111111111111111111111111011111111111111111111111000001111111111111111111111110111111010111111011011001101110111110011111111110111111111110111100101110111111111011111111111111101101110111011011011011011011111111011111111011111111111111011111111101111101111100111111111111111111111010111110110111111111111111111111111,1.0,111111111111
com.axios.core.matcher.Matcher,LINE;BRANCH;CBRANCH;WEAKMUTATION;METHODTRACE,0.8490945674044266,994,844,1.0,1,1.0,1,1.0,1,0.8499496475327291,111111111111111111111111111011011110111111111111101101111111100000000001111111110000000001111111111110110111111111111111111111110111110111110111110111111111111111101111111100001111111111110111101111111111111111110111111111110011100000111011111111111111111110110000011011100111111111001100010111111111111111111111111111001111111011101111001111111111111011111111111111101111111110111101111110111111111110111110111110111111011111111111111100110000001110111111111111111111111111111111111111100111111111111111110101111111111011101111111110111111111011011111111111111110111111011011101110111111111111111111111111111111101110111111111111111111111111111111111110111111011111111011110111111111111111111111111111011111111111111111111111000001111111111111111111111110111111010111111011011001101110111110011111111110111111111110111100101110111111111011111111111111101101110111011011011011011011111111011111111011111111111111011111111101111101111100111111111111111111111010111110110111111111111111111111111,0.0,0
com.axios.core.body.RequestBody,LINE;BRANCH;CBRANCH;WEAKMUTATION;METHODTRACE,0.8490945674044266,994,844,1.0,1,1.0,1,1.0,1,0.8499496475327291,111111111111111111111111111011011110111111111111101101111111100000000001111111110000000001111111111110110111111111111111111111110111110111110111110111111111111111101111111100001111111111110111101111111111111111110111111111110011100000111011111111111111111110110000011011100111111111001100010111111111111111111111111111001111111011101111001111111111111011111111111111101111111110111101111110111111111110111110111110111111011111111111111100110000001110111111111111111111111111111111111111100111111111111111110101111111111011101111111110111111111011011111111111111110111111011011101110111111111111111111111111111111101110111111111111111111111111111111111110111111011111111011110111111111111111111111111111011111111111111111111111000001111111111111111111111110111111010111111011011001101110111110011111111110111111111110111100101110111111111011111111111111101101110111011011011011011011111111011111111011111111111111011111111101111101111100111111111111111111111010111110110111111111111111111111111,0.0,0
com.axios.core.body.MultipartBody,LINE;BRANCH;CBRANCH;WEAKMUTATION;METHODTRACE,0.8527777777777777,1080,921,0.9473684210526315,11111111111111111111111111110011111111,1.0,111111111111111111111,0.6190476190476191,000100101111110011111,0.8499496475327291,111111111111111111111111111011011110111111111111101101111111100000000001111111110000000001111111111110110111111111111111111111110111110111110111110111111111111111101111111100001111111111110111101111111111111111110111111111110011100000111011111111111111111110110000011011100111111111001100010111111111111111111111111111001111111011101111001111111111111011111111111111101111111110111101111110111111111110111110111110111111011111111111111100110000001110111111111111111111111111111111111111100111111111111111110101111111111011101111111110111111111011011111111111111110111111011011101110111111111111111111111111111111101110111111111111111111111111111111111110111111011111111011110111111111111111111111111111011111111111111111111111000001111111111111111111111110111111010111111011011001101110111110011111111110111111111110111100101110111111111011111111111111101101110111011011011011011011111111011111111011111111111111011111111101111101111100111111111111111111111010111110110111111111111111111111111,1.0,1111111
