TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,CBranchCoverage,CBranchCoverageBitString,WeakMutationScore,WeakMutationCoverageBitString,MethodTraceCoverage,MethodTraceCoverageBitString
com.axios.core.tool.file.MoveVisitor,LINE;BRANCH;CBRANCH;WEAKMUTATION;METHODTRACE,0.8325219084712756,1027,855,0.8095238095238095,110111111110011101111,0.8181818181818182,11110111011,0.18181818181818182,10000000010,0.8399592252803262,111111111111111111111111111001111110111111111111101101111111100000000001111111110001000001111111111101110111111111111111111111110111111110111100111111111111111101111111100001111111111011111111111111111111111111111110011100000011111111111111111111110110000010111100111001110011100000111111111111111111111111111001111111010111111001011011111101111111111111111101111111101111111101110111111111110111110111110111101111111111111110110110000001110111111111111111111111111111111111110011111111111111111101001111111101111011111111110111111111010111111111111111110111111011011101110111111111111111111111111111111101101111111111111111111111111111111111110111111011111111011110111111111111111111111111111011111111111111111111111000001111111111111111111111110111011110111111111011101001110111100000111111101111111111011111100110100111111111011111111111111101101110111001111011000111011111001111111111011111111111111111111101111101111100111111111111111101111010111110101111111111111111111111111,1.0,111
com.axios.core.tool.file.DelVisitor,LINE;BRANCH;CBRANCH;WEAKMUTATION;METHODTRACE,0.8368368368368369,999,836,0.7142857142857143,1101101,1.0,1111,0.0,0000,0.8399592252803262,111111111111111111111111111001111110111111111111101101111111100000000001111111110001000001111111111101110111111111111111111111110111111110111100111111111111111101111111100001111111111011111111111111111111111111111110011100000011111111111111111111110110000010111100111001110011100000111111111111111111111111111001111111010111111001011011111101111111111111111101111111101111111101110111111111110111110111110111101111111111111110110110000001110111111111111111111111111111111111110011111111111111111101001111111101111011111111110111111111010111111111111111110111111011011101110111111111111111111111111111111101101111111111111111111111111111111111110111111011111111011110111111111111111111111111111011111111111111111111111000001111111111111111111111110111011110111111111011101001110111100000111111101111111111011111100110100111111111011111111111111101101110111001111011000111011111001111111111011111111111111111111101111101111100111111111111111101111010111110101111111111111111111111111,1.0,111
com.axios.core.tool.random.RandomTool,LINE;BRANCH;CBRANCH;WEAKMUTATION;METHODTRACE,0.8366141732283464,1016,850,1.0,1111111111111,1.0,111111111,0.0,000000000,0.8399592252803262,111111111111111111111111111001111110111111111111101101111111100000000001111111110001000001111111111101110111111111111111111111110111111110111100111111111111111101111111100001111111111011111111111111111111111111111110011100000011111111111111111111110110000010111100111001110011100000111111111111111111111111111001111111010111111001011011111101111111111111111101111111101111111101110111111111110111110111110111101111111111111110110110000001110111111111111111111111111111111111110011111111111111111101001111111101111011111111110111111111010111111111111111110111111011011101110111111111111111111111111111111101101111111111111111111111111111111111110111111011111111011110111111111111111111111111111011111111111111111111111000001111111111111111111111110111011110111111111011101001110111100000111111101111111111011111100110100111111111011111111111111101101110111001111011000111011111001111111111011111111111111111111101111101111100111111111111111101111010111110101111111111111111111111111,1.0,1111
com.axios.core.tool.UrlTool,LINE;BRANCH;CBRANCH;WEAKMUTATION;METHODTRACE,0.7690897984117288,1637,1259,1.0,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.9954545454545455,1111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0.0,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.8399592252803262,111111111111111111111111111001111110111111111111101101111111100000000001111111110001000001111111111101110111111111111111111111110111111110111100111111111111111101111111100001111111111011111111111111111111111111111110011100000011111111111111111111110110000010111100111001110011100000111111111111111111111111111001111111010111111001011011111101111111111111111101111111101111111101110111111111110111110111110111101111111111111110110110000001110111111111111111111111111111111111110011111111111111111101001111111101111011111111110111111111010111111111111111110111111011011101110111111111111111111111111111111101101111111111111111111111111111111111110111111011111111011110111111111111111111111111111011111111111111111111111000001111111111111111111111110111011110111111111011101001110111100000111111101111111111011111100110100111111111011111111111111101101110111001111011000111011111001111111111011111111111111111111101111101111100111111111111111101111010111110101111111111111111111111111,1.0,111111111111111111111111111111111111111111
com.axios.core.tool.http.HttpTool,LINE;BRANCH;CBRANCH;WEAKMUTATION;METHODTRACE,0.7930743243243243,1184,939,0.8103448275862069,1111111111111111111111111111111111111100111111110000000001,0.796875,1111111111111111111000000000001101111111111111111111111011111111,0.0,0000000000000000000000000000000000000000000000000000000000000000,0.8399592252803262,111111111111111111111111111001111110111111111111101101111111100000000001111111110001000001111111111101110111111111111111111111110111111110111100111111111111111101111111100001111111111011111111111111111111111111111110011100000011111111111111111111110110000010111100111001110011100000111111111111111111111111111001111111010111111001011011111101111111111111111101111111101111111101110111111111110111110111110111101111111111111110110110000001110111111111111111111111111111111111110011111111111111111101001111111101111011111111110111111111010111111111111111110111111011011101110111111111111111111111111111111101101111111111111111111111111111111111110111111011111111011110111111111111111111111111111011111111111111111111111000001111111111111111111111110111011110111111111011101001110111100000111111101111111111011111100110100111111111011111111111111101101110111001111011000111011111001111111111011111111111111111111101111101111100111111111111111101111010111110101111111111111111111111111,1.0,11111111111111111
com.axios.core.tool.URLEncoder,LINE;BRANCH;CBRANCH;WEAKMUTATION;METHODTRACE,0.8370165745856354,1086,909,0.9615384615384616,1111111111111111111111111111111111111111111100111111,1.0,111111111111111111111111,0.25,000101001000000000100011,0.8399592252803262,111111111111111111111111111001111110111111111111101101111111100000000001111111110001000001111111111101110111111111111111111111110111111110111100111111111111111101111111100001111111111011111111111111111111111111111110011100000011111111111111111111110110000010111100111001110011100000111111111111111111111111111001111111010111111001011011111101111111111111111101111111101111111101110111111111110111110111110111101111111111111110110110000001110111111111111111111111111111111111110011111111111111111101001111111101111011111111110111111111010111111111111111110111111011011101110111111111111111111111111111111101101111111111111111111111111111111111110111111011111111011110111111111111111111111111111011111111111111111111111000001111111111111111111111110111011110111111111011101001110111100000111111101111111111011111100110100111111111011111111111111101101110111001111011000111011111001111111111011111111111111111111101111101111100111111111111111101111010111110101111111111111111111111111,1.0,11111
com.axios.core.tool.mutable.Mutable,LINE;BRANCH;CBRANCH;WEAKMUTATION;METHODTRACE,0.8382502543234995,983,824,1.0,1,1.0,1,1.0,1,0.8399592252803262,111111111111111111111111111001111110111111111111101101111111100000000001111111110001000001111111111101110111111111111111111111110111111110111100111111111111111101111111100001111111111011111111111111111111111111111110011100000011111111111111111111110110000010111100111001110011100000111111111111111111111111111001111111010111111001011011111101111111111111111101111111101111111101110111111111110111110111110111101111111111111110110110000001110111111111111111111111111111111111110011111111111111111101001111111101111011111111110111111111010111111111111111110111111011011101110111111111111111111111111111111101101111111111111111111111111111111111110111111011111111011110111111111111111111111111111011111111111111111111111000001111111111111111111111110111011110111111111011101001110111100000111111101111111111011111100110100111111111011111111111111101101110111001111011000111011111001111111111011111111111111111111101111101111100111111111111111101111010111110101111111111111111111111111,0.0,00
com.axios.core.tool.mutable.MutableObj,LINE;BRANCH;CBRANCH;WEAKMUTATION;METHODTRACE,0.8344627299128751,1033,862,1.0,111111111111111111,1.0,11111111111111,0.0,00000000000000,0.8399592252803262,111111111111111111111111111001111110111111111111101101111111100000000001111111110001000001111111111101110111111111111111111111110111111110111100111111111111111101111111100001111111111011111111111111111111111111111110011100000011111111111111111111110110000010111100111001110011100000111111111111111111111111111001111111010111111001011011111101111111111111111101111111101111111101110111111111110111110111110111101111111111111110110110000001110111111111111111111111111111111111110011111111111111111101001111111101111011111111110111111111010111111111111111110111111011011101110111111111111111111111111111111101101111111111111111111111111111111111110111111011111111011110111111111111111111111111111011111111111111111111111000001111111111111111111111110111011110111111111011101001110111100000111111101111111111011111100110100111111111011111111111111101101110111001111011000111011111001111111111011111111111111111111101111101111100111111111111111101111010111110101111111111111111111111111,1.0,111111
com.axios.core.tool.text.StrJoiner,LINE;BRANCH;CBRANCH;WEAKMUTATION;METHODTRACE,0.8057097541633624,1261,1016,0.8712871287128713,11111111111111111111111111111111111111000011111111111111111111001111111101111110001111111111111001101,0.8717948717948718,111111111111111111011111111111111101110111111111111110111010111111111111101000,0.1794871794871795,100001010000000100000101010000000000000000001000100010100001000100100000000000,0.8399592252803262,111111111111111111111111111001111110111111111111101101111111100000000001111111110001000001111111111101110111111111111111111111110111111110111100111111111111111101111111100001111111111011111111111111111111111111111110011100000011111111111111111111110110000010111100111001110011100000111111111111111111111111111001111111010111111001011011111101111111111111111101111111101111111101110111111111110111110111110111101111111111111110110110000001110111111111111111111111111111111111110011111111111111111101001111111101111011111111110111111111010111111111111111110111111011011101110111111111111111111111111111111101101111111111111111111111111111111111110111111011111111011110111111111111111111111111111011111111111111111111111000001111111111111111111111110111011110111111111011101001110111100000111111101111111111011111100110100111111111011111111111111101101110111001111011000111011111001111111111011111111111111111111101111101111100111111111111111101111010111110101111111111111111111111111,0.9565217391304348,11111110111111111111111
com.axios.core.tool.text.ArrayIter,LINE;BRANCH;CBRANCH;WEAKMUTATION;METHODTRACE,0.8330152671755725,1048,873,1.0,1111111111111111111111,1.0,111111111111111111,0.0,000000000000000000,0.8399592252803262,111111111111111111111111111001111110111111111111101101111111100000000001111111110001000001111111111101110111111111111111111111110111111110111100111111111111111101111111100001111111111011111111111111111111111111111110011100000011111111111111111111110110000010111100111001110011100000111111111111111111111111111001111111010111111001011011111101111111111111111101111111101111111101110111111111110111110111110111101111111111111110110110000001110111111111111111111111111111111111110011111111111111111101001111111101111011111111110111111111010111111111111111110111111011011101110111111111111111111111111111111101101111111111111111111111111111111111110111111011111111011110111111111111111111111111111011111111111111111111111000001111111111111111111111110111011110111111111011101001110111100000111111101111111111011111100110100111111111011111111111111101101110111001111011000111011111001111111111011111111111111111111101111101111100111111111111111101111010111110101111111111111111111111111,1.0,111111111
com.axios.core.tool.text.IterableIter,LINE;BRANCH;CBRANCH;WEAKMUTATION;METHODTRACE,0.8395939086294416,985,827,1.0,1,1.0,1,0.0,0,0.8399592252803262,111111111111111111111111111001111110111111111111101101111111100000000001111111110001000001111111111101110111111111111111111111110111111110111100111111111111111101111111100001111111111011111111111111111111111111111110011100000011111111111111111111110110000010111100111001110011100000111111111111111111111111111001111111010111111001011011111101111111111111111101111111101111111101110111111111110111110111110111101111111111111110110110000001110111111111111111111111111111111111110011111111111111111101001111111101111011111111110111111111010111111111111111110111111011011101110111111111111111111111111111111101101111111111111111111111111111111111110111111011111111011110111111111111111111111111111011111111111111111111111000001111111111111111111111110111011110111111111011101001110111100000111111101111111111011111100110100111111111011111111111111101101110111001111011000111011111001111111111011111111111111111111101111101111100111111111111111101111010111110101111111111111111111111111,1.0,1
com.axios.core.tool.io.IoTool,LINE;BRANCH;CBRANCH;WEAKMUTATION;METHODTRACE,0.8094038623005877,1191,964,0.8617021276595744,1111111111111111111111111111111111111000000000000111101111111111111111111111111111111111111111,0.8269230769230769,1111111110111111111111111111111110000000111111101111,0.07692307692307693,0000100000000000010100000000000000100000000000000000,0.8399592252803262,111111111111111111111111111001111110111111111111101101111111100000000001111111110001000001111111111101110111111111111111111111110111111110111100111111111111111101111111100001111111111011111111111111111111111111111110011100000011111111111111111111110110000010111100111001110011100000111111111111111111111111111001111111010111111001011011111101111111111111111101111111101111111101110111111111110111110111110111101111111111111110110110000001110111111111111111111111111111111111110011111111111111111101001111111101111011111111110111111111010111111111111111110111111011011101110111111111111111111111111111111101101111111111111111111111111111111111110111111011111111011110111111111111111111111111111011111111111111111111111000001111111111111111111111110111011110111111111011101001110111100000111111101111111111011111100110100111111111011111111111111101101110111001111011000111011111001111111111011111111111111111111101111101111100111111111111111101111010111110101111111111111111111111111,1.0,111111111111
com.axios.core.tool.io.StreamCopier,LINE;BRANCH;CBRANCH;WEAKMUTATION;METHODTRACE,0.8394941634241245,1028,863,1.0,11111111111111111111111,0.8,1111011110,0.4,1000011100,0.8399592252803262,111111111111111111111111111001111110111111111111101101111111100000000001111111110001000001111111111101110111111111111111111111110111111110111100111111111111111101111111100001111111111011111111111111111111111111111110011100000011111111111111111111110110000010111100111001110011100000111111111111111111111111111001111111010111111001011011111101111111111111111101111111101111111101110111111111110111110111110111101111111111111110110110000001110111111111111111111111111111111111110011111111111111111101001111111101111011111111110111111111010111111111111111110111111011011101110111111111111111111111111111111101101111111111111111111111111111111111110111111011111111011110111111111111111111111111111011111111111111111111111000001111111111111111111111110111011110111111111011101001110111100000111111101111111111011111100110100111111111011111111111111101101110111001111011000111011111001111111111011111111111111111111101111101111100111111111111111101111010111110101111111111111111111111111,1.0,1111
com.axios.core.tool.io.IoCopier,LINE;BRANCH;CBRANCH;WEAKMUTATION;METHODTRACE,0.8375125376128385,997,835,1.0,11111,1.0,11111,0.2,00010,0.8399592252803262,111111111111111111111111111001111110111111111111101101111111100000000001111111110001000001111111111101110111111111111111111111110111111110111100111111111111111101111111100001111111111011111111111111111111111111111110011100000011111111111111111111110110000010111100111001110011100000111111111111111111111111111001111111010111111001011011111101111111111111111101111111101111111101110111111111110111110111110111101111111111111110110110000001110111111111111111111111111111111111110011111111111111111101001111111101111011111111110111111111010111111111111111110111111011011101110111111111111111111111111111111101101111111111111111111111111111111111110111111011111111011110111111111111111111111111111011111111111111111111111000001111111111111111111111110111011110111111111011101001110111100000111111101111111111011111100110100111111111011111111111111101101110111001111011000111011111001111111111011111111111111111111101111101111100111111111111111101111010111110101111111111111111111111111,0.0,0
com.axios.core.tool.io.FastByteBuffer,LINE;BRANCH;CBRANCH;WEAKMUTATION;METHODTRACE,0.8246051537822111,1203,992,0.9714285714285714,111111111111111111111111111111111111111111111111111111111111111111111110001111111111111111111111111111111,0.9803921568627451,111111111011111111111111111111111111111111111111111,0.0196078431372549,000000100000000000000000000000000000000000000000000,0.8399592252803262,111111111111111111111111111001111110111111111111101101111111100000000001111111110001000001111111111101110111111111111111111111110111111110111100111111111111111101111111100001111111111011111111111111111111111111111110011100000011111111111111111111110110000010111100111001110011100000111111111111111111111111111001111111010111111001011011111101111111111111111101111111101111111101110111111111110111110111110111101111111111111110110110000001110111111111111111111111111111111111110011111111111111111101001111111101111011111111110111111111010111111111111111110111111011011101110111111111111111111111111111111101101111111111111111111111111111111111110111111011111111011110111111111111111111111111111011111111111111111111111000001111111111111111111111110111011110111111111011101001110111100000111111101111111111011111100110100111111111011111111111111101101110111001111011000111011111001111111111011111111111111111111101111101111100111111111111111101111010111110101111111111111111111111111,1.0,111111111111111
com.axios.core.tool.io.FastByteArrayOutputStream,LINE;BRANCH;CBRANCH;WEAKMUTATION;METHODTRACE,0.8366197183098592,1065,891,1.0,111111111111111111111111111111,0.9523809523809523,111111111111111111110,0.23809523809523808,000000000100111000001,0.8399592252803262,111111111111111111111111111001111110111111111111101101111111100000000001111111110001000001111111111101110111111111111111111111110111111110111100111111111111111101111111100001111111111011111111111111111111111111111110011100000011111111111111111111110110000010111100111001110011100000111111111111111111111111111001111111010111111001011011111101111111111111111101111111101111111101110111111111110111110111110111101111111111111110110110000001110111111111111111111111111111111111110011111111111111111101001111111101111011111111110111111111010111111111111111110111111011011101110111111111111111111111111111111101101111111111111111111111111111111111110111111011111111011110111111111111111111111111111011111111111111111111111000001111111111111111111111110111011110111111111011101001110111100000111111101111111111011111100110100111111111011111111111111101101110111001111011000111011111001111111111011111111111111111111101111101111100111111111111111101111010111110101111111111111111111111111,1.0,111111111111
com.axios.core.matcher.Matcher,LINE;BRANCH;CBRANCH;WEAKMUTATION;METHODTRACE,0.8391038696537678,982,824,1.0,1,1.0,1,1.0,1,0.8399592252803262,111111111111111111111111111001111110111111111111101101111111100000000001111111110001000001111111111101110111111111111111111111110111111110111100111111111111111101111111100001111111111011111111111111111111111111111110011100000011111111111111111111110110000010111100111001110011100000111111111111111111111111111001111111010111111001011011111101111111111111111101111111101111111101110111111111110111110111110111101111111111111110110110000001110111111111111111111111111111111111110011111111111111111101001111111101111011111111110111111111010111111111111111110111111011011101110111111111111111111111111111111101101111111111111111111111111111111111110111111011111111011110111111111111111111111111111011111111111111111111111000001111111111111111111111110111011110111111111011101001110111100000111111101111111111011111100110100111111111011111111111111101101110111001111011000111011111001111111111011111111111111111111101111101111100111111111111111101111010111110101111111111111111111111111,0.0,0
com.axios.core.body.RequestBody,LINE;BRANCH;CBRANCH;WEAKMUTATION;METHODTRACE,0.8391038696537678,982,824,1.0,1,1.0,1,1.0,1,0.8399592252803262,111111111111111111111111111001111110111111111111101101111111100000000001111111110001000001111111111101110111111111111111111111110111111110111100111111111111111101111111100001111111111011111111111111111111111111111110011100000011111111111111111111110110000010111100111001110011100000111111111111111111111111111001111111010111111001011011111101111111111111111101111111101111111101110111111111110111110111110111101111111111111110110110000001110111111111111111111111111111111111110011111111111111111101001111111101111011111111110111111111010111111111111111110111111011011101110111111111111111111111111111111101101111111111111111111111111111111111110111111011111111011110111111111111111111111111111011111111111111111111111000001111111111111111111111110111011110111111111011101001110111100000111111101111111111011111100110100111111111011111111111111101101110111001111011000111011111001111111111011111111111111111111101111101111100111111111111111101111010111110101111111111111111111111111,0.0,0
com.axios.core.body.MultipartBody,LINE;BRANCH;CBRANCH;WEAKMUTATION;METHODTRACE,0.8433395872420263,1066,899,0.9444444444444444,111111111111111111111111110011111111,1.0,111111111111111111111,0.6190476190476191,100101001011111001111,0.8399592252803262,111111111111111111111111111001111110111111111111101101111111100000000001111111110001000001111111111101110111111111111111111111110111111110111100111111111111111101111111100001111111111011111111111111111111111111111110011100000011111111111111111111110110000010111100111001110011100000111111111111111111111111111001111111010111111001011011111101111111111111111101111111101111111101110111111111110111110111110111101111111111111110110110000001110111111111111111111111111111111111110011111111111111111101001111111101111011111111110111111111010111111111111111110111111011011101110111111111111111111111111111111101101111111111111111111111111111111111110111111011111111011110111111111111111111111111111011111111111111111111111000001111111111111111111111110111011110111111111011101001110111100000111111101111111111011111100110100111111111011111111111111101101110111001111011000111011111001111111111011111111111111111111101111101111100111111111111111101111010111110101111111111111111111111111,1.0,1111111
